line_index,Player,gender
1728,JULIET,Female
1729,JULIET,Female
1730,Nurse,Female
1731,JULIET,Female
1732,JULIET,Female
1733,JULIET,Female
1734,JULIET,Female
1735,JULIET,Female
1736,JULIET,Female
1737,JULIET,Female
1738,JULIET,Female
1739,JULIET,Female
1740,JULIET,Female
1741,JULIET,Female
1742,JULIET,Female
1743,JULIET,Female
1744,JULIET,Female
1745,JULIET,Female
1746,JULIET,Female
1747,JULIET,Female
1748,JULIET,Female
1749,JULIET,Female
1750,JULIET,Female
1751,JULIET,Female
1752,JULIET,Female
1753,JULIET,Female
1754,JULIET,Female
1755,JULIET,Female
1756,JULIET,Female
1757,JULIET,Female
1758,JULIET,Female
1759,JULIET,Female
1760,JULIET,Female
1761,JULIET,Female
1762,Nurse,Female
1763,Nurse,Female
1764,JULIET,Female
1765,JULIET,Female
1766,JULIET,Female
1767,JULIET,Female
1768,JULIET,Female
1769,JULIET,Female
1770,JULIET,Female
1771,JULIET,Female
1772,Nurse,Female
1773,Nurse,Female
1774,Nurse,Female
1775,Nurse,Female
1776,JULIET,Female
1777,JULIET,Female
1778,FRIAR LAURENCE,Male
1779,FRIAR LAURENCE,Male
1780,FRIAR LAURENCE,Male
1781,ROMEO,Male
1782,ROMEO,Male
1783,ROMEO,Male
1784,FRIAR LAURENCE,Male
1785,FRIAR LAURENCE,Male
1786,FRIAR LAURENCE,Male
1787,ROMEO,Male
1788,FRIAR LAURENCE,Male
1789,FRIAR LAURENCE,Male
1790,ROMEO,Male
1791,ROMEO,Male
1792,ROMEO,Male
1793,FRIAR LAURENCE,Male
1794,FRIAR LAURENCE,Male
1795,ROMEO,Male
1796,ROMEO,Male
1797,ROMEO,Male
1798,ROMEO,Male
1799,ROMEO,Male
1800,ROMEO,Male
1801,ROMEO,Male
1802,FRIAR LAURENCE,Male
1803,FRIAR LAURENCE,Male
1804,FRIAR LAURENCE,Male
1805,FRIAR LAURENCE,Male
1806,FRIAR LAURENCE,Male
1807,ROMEO,Male
1808,ROMEO,Male
1809,ROMEO,Male
1810,ROMEO,Male
1811,ROMEO,Male
1812,ROMEO,Male
1813,ROMEO,Male
1814,ROMEO,Male
1815,ROMEO,Male
1816,ROMEO,Male
1817,ROMEO,Male
1818,ROMEO,Male
1819,ROMEO,Male
1820,ROMEO,Male
1821,ROMEO,Male
1822,ROMEO,Male
1823,ROMEO,Male
1824,ROMEO,Male
1825,ROMEO,Male
1826,ROMEO,Male
1827,ROMEO,Male
1828,ROMEO,Male
1829,ROMEO,Male
1830,FRIAR LAURENCE,Male
1831,ROMEO,Male
1832,FRIAR LAURENCE,Male
1833,FRIAR LAURENCE,Male
1834,FRIAR LAURENCE,Male
1835,ROMEO,Male
1836,ROMEO,Male
1837,ROMEO,Male
1838,ROMEO,Male
1839,FRIAR LAURENCE,Male
1840,ROMEO,Male
1841,FRIAR LAURENCE,Male
1842,ROMEO,Male
1843,ROMEO,Male
1844,ROMEO,Male
1845,ROMEO,Male
1846,ROMEO,Male
1847,ROMEO,Male
1848,ROMEO,Male
1849,FRIAR LAURENCE,Male
1850,ROMEO,Male
1851,ROMEO,Male
1852,FRIAR LAURENCE,Male
1853,FRIAR LAURENCE,Male
1854,FRIAR LAURENCE,Male
1855,FRIAR LAURENCE,Male
1856,FRIAR LAURENCE,Male
1857,Nurse,Female
1858,Nurse,Female
1859,Nurse,Female
1860,FRIAR LAURENCE,Male
1861,Nurse,Female
1862,Nurse,Female
1863,FRIAR LAURENCE,Male
1864,Nurse,Female
1865,Nurse,Female
1866,Nurse,Female
1867,Nurse,Female
1868,Nurse,Female
1869,Nurse,Female
1870,Nurse,Female
1871,ROMEO,Male
1872,Nurse,Female
1873,ROMEO,Male
1874,ROMEO,Male
1875,ROMEO,Male
1876,ROMEO,Male
1877,ROMEO,Male
1878,ROMEO,Male
1879,Nurse,Female
1880,Nurse,Female
1881,Nurse,Female
1882,Nurse,Female
1883,ROMEO,Male
1884,ROMEO,Male
1885,ROMEO,Male
1886,ROMEO,Male
1887,ROMEO,Male
1888,ROMEO,Male
1889,ROMEO,Male
1890,FRIAR LAURENCE,Male
1891,FRIAR LAURENCE,Male
1892,FRIAR LAURENCE,Male
1893,FRIAR LAURENCE,Male
1894,FRIAR LAURENCE,Male
1895,FRIAR LAURENCE,Male
1896,FRIAR LAURENCE,Male
1897,FRIAR LAURENCE,Male
1898,FRIAR LAURENCE,Male
1899,FRIAR LAURENCE,Male
1900,FRIAR LAURENCE,Male
1901,FRIAR LAURENCE,Male
1902,FRIAR LAURENCE,Male
1903,FRIAR LAURENCE,Male
1904,FRIAR LAURENCE,Male
1905,FRIAR LAURENCE,Male
1906,FRIAR LAURENCE,Male
1907,FRIAR LAURENCE,Male
1908,FRIAR LAURENCE,Male
1909,FRIAR LAURENCE,Male
1910,FRIAR LAURENCE,Male
1911,FRIAR LAURENCE,Male
1912,FRIAR LAURENCE,Male
1913,FRIAR LAURENCE,Male
1914,FRIAR LAURENCE,Male
1915,FRIAR LAURENCE,Male
1916,FRIAR LAURENCE,Male
1917,FRIAR LAURENCE,Male
1918,FRIAR LAURENCE,Male
1919,FRIAR LAURENCE,Male
1920,FRIAR LAURENCE,Male
1921,FRIAR LAURENCE,Male
1922,FRIAR LAURENCE,Male
1923,FRIAR LAURENCE,Male
1924,FRIAR LAURENCE,Male
1925,FRIAR LAURENCE,Male
1926,FRIAR LAURENCE,Male
1927,FRIAR LAURENCE,Male
1928,FRIAR LAURENCE,Male
1929,FRIAR LAURENCE,Male
1930,FRIAR LAURENCE,Male
1931,FRIAR LAURENCE,Male
1932,FRIAR LAURENCE,Male
1933,FRIAR LAURENCE,Male
1934,FRIAR LAURENCE,Male
1935,FRIAR LAURENCE,Male
1936,FRIAR LAURENCE,Male
1937,FRIAR LAURENCE,Male
1938,FRIAR LAURENCE,Male
1939,FRIAR LAURENCE,Male
1940,FRIAR LAURENCE,Male
1941,Nurse,Female
1942,Nurse,Female
1943,Nurse,Female
1944,ROMEO,Male
1945,Nurse,Female
1946,Nurse,Female
1947,ROMEO,Male
1948,FRIAR LAURENCE,Male
1949,FRIAR LAURENCE,Male
1950,FRIAR LAURENCE,Male
1951,FRIAR LAURENCE,Male
1952,FRIAR LAURENCE,Male
1953,FRIAR LAURENCE,Male
1954,FRIAR LAURENCE,Male
1955,ROMEO,Male
1956,ROMEO,Male
1957,CAPULET,Male
1958,CAPULET,Male
1959,CAPULET,Male
1960,CAPULET,Male
1961,CAPULET,Male
1962,CAPULET,Male
1963,CAPULET,Male
1964,PARIS,Male
1965,PARIS,Male
1966,LADY CAPULET,Female
1967,LADY CAPULET,Female
1968,CAPULET,Male
1969,CAPULET,Male
1970,CAPULET,Male
1971,CAPULET,Male
1972,CAPULET,Male
1973,CAPULET,Male
1974,CAPULET,Male
1975,PARIS,Male
1976,CAPULET,Male
1977,CAPULET,Male
1978,CAPULET,Male
1979,CAPULET,Male
1980,CAPULET,Male
1981,CAPULET,Male
1982,CAPULET,Male
1983,CAPULET,Male
1984,CAPULET,Male
1985,CAPULET,Male
1986,PARIS,Male
1987,CAPULET,Male
1988,CAPULET,Male
1989,CAPULET,Male
1990,CAPULET,Male
1991,CAPULET,Male
1992,CAPULET,Male
1993,CAPULET,Male
1994,JULIET,Female
1995,JULIET,Female
1996,JULIET,Female
1997,JULIET,Female
1998,JULIET,Female
1999,ROMEO,Male
2000,ROMEO,Male
2001,ROMEO,Male
2002,ROMEO,Male
2003,ROMEO,Male
2004,ROMEO,Male
2005,JULIET,Female
2006,JULIET,Female
2007,JULIET,Female
2008,JULIET,Female
2009,JULIET,Female
2010,ROMEO,Male
2011,ROMEO,Male
2012,ROMEO,Male
2013,ROMEO,Male
2014,ROMEO,Male
2015,ROMEO,Male
2016,ROMEO,Male
2017,ROMEO,Male
2018,ROMEO,Male
2019,JULIET,Female
2020,JULIET,Female
2021,JULIET,Female
2022,JULIET,Female
2023,JULIET,Female
2024,JULIET,Female
2025,JULIET,Female
2026,JULIET,Female
2027,JULIET,Female
2028,JULIET,Female
2029,ROMEO,Male
2030,Nurse,Female
2031,JULIET,Female
2032,Nurse,Female
2033,Nurse,Female
2034,JULIET,Female
2035,ROMEO,Male
2036,JULIET,Female
2037,JULIET,Female
2038,JULIET,Female
2039,JULIET,Female
2040,JULIET,Female
2041,ROMEO,Male
2042,ROMEO,Male
2043,ROMEO,Male
2044,JULIET,Female
2045,ROMEO,Male
2046,ROMEO,Male
2047,JULIET,Female
2048,JULIET,Female
2049,JULIET,Female
2050,JULIET,Female
2051,ROMEO,Male
2052,ROMEO,Male
2053,JULIET,Female
2054,JULIET,Female
2055,JULIET,Female
2056,JULIET,Female
2057,JULIET,Female
2058,LADY CAPULET,Female
2059,JULIET,Female
2060,JULIET,Female
2061,JULIET,Female
2062,LADY CAPULET,Female
2063,JULIET,Female
2064,LADY CAPULET,Female
2065,LADY CAPULET,Female
2066,LADY CAPULET,Female
2067,LADY CAPULET,Female
2068,LADY CAPULET,Female
2069,JULIET,Female
2070,LADY CAPULET,Female
2071,LADY CAPULET,Female
2072,JULIET,Female
2073,JULIET,Female
2074,LADY CAPULET,Female
2075,LADY CAPULET,Female
2076,JULIET,Female
2077,LADY CAPULET,Female
2078,JULIET,Female
2079,JULIET,Female
2080,JULIET,Female
2081,LADY CAPULET,Female
2082,JULIET,Female
2083,JULIET,Female
2084,LADY CAPULET,Female
2085,LADY CAPULET,Female
2086,LADY CAPULET,Female
2087,LADY CAPULET,Female
2088,LADY CAPULET,Female
2089,LADY CAPULET,Female
2090,JULIET,Female
2091,JULIET,Female
2092,JULIET,Female
2093,JULIET,Female
2094,JULIET,Female
2095,JULIET,Female
2096,JULIET,Female
2097,JULIET,Female
2098,JULIET,Female
2099,JULIET,Female
2100,LADY CAPULET,Female
2101,LADY CAPULET,Female
2102,JULIET,Female
2103,JULIET,Female
2104,LADY CAPULET,Female
2105,LADY CAPULET,Female
2106,LADY CAPULET,Female
2107,LADY CAPULET,Female
2108,JULIET,Female
2109,LADY CAPULET,Female
2110,LADY CAPULET,Female
2111,LADY CAPULET,Female
2112,LADY CAPULET,Female
2113,JULIET,Female
2114,JULIET,Female
2115,JULIET,Female
2116,JULIET,Female
2117,JULIET,Female
2118,JULIET,Female
2119,JULIET,Female
2120,JULIET,Female
2121,LADY CAPULET,Female
2122,LADY CAPULET,Female
2123,CAPULET,Male
2124,CAPULET,Male
2125,CAPULET,Male
2126,CAPULET,Male
2127,CAPULET,Male
2128,CAPULET,Male
2129,CAPULET,Male
2130,CAPULET,Male
2131,CAPULET,Male
2132,CAPULET,Male
2133,CAPULET,Male
2134,CAPULET,Male
2135,CAPULET,Male
2136,LADY CAPULET,Female
2137,LADY CAPULET,Female
2138,CAPULET,Male
2139,CAPULET,Male
2140,CAPULET,Male
2141,CAPULET,Male
2142,CAPULET,Male
2143,JULIET,Female
2144,JULIET,Female
2145,JULIET,Female
2146,CAPULET,Male
2147,CAPULET,Male
2148,CAPULET,Male
2149,CAPULET,Male
2150,CAPULET,Male
2151,CAPULET,Male
2152,CAPULET,Male
2153,CAPULET,Male
2154,CAPULET,Male
2155,LADY CAPULET,Female
2156,JULIET,Female
2157,JULIET,Female
2158,CAPULET,Male
2159,CAPULET,Male
2160,CAPULET,Male
2161,CAPULET,Male
2162,CAPULET,Male
2163,CAPULET,Male
2164,CAPULET,Male
2165,CAPULET,Male
2166,CAPULET,Male
2167,Nurse,Female
2168,Nurse,Female
2169,CAPULET,Male
2170,CAPULET,Male
2171,Nurse,Female
2172,CAPULET,Male
2173,Nurse,Female
2174,CAPULET,Male
2175,CAPULET,Male
2176,CAPULET,Male
2177,LADY CAPULET,Female
2178,CAPULET,Male
2179,CAPULET,Male
2180,CAPULET,Male
2181,CAPULET,Male
2182,CAPULET,Male
2183,CAPULET,Male
2184,CAPULET,Male
2185,CAPULET,Male
2186,CAPULET,Male
2187,CAPULET,Male
2188,CAPULET,Male
2189,CAPULET,Male
2190,CAPULET,Male
2191,CAPULET,Male
2192,CAPULET,Male
2193,CAPULET,Male
2194,CAPULET,Male
2195,CAPULET,Male
2196,CAPULET,Male
2197,CAPULET,Male
2198,CAPULET,Male
2199,CAPULET,Male
2200,JULIET,Female
2201,JULIET,Female
2202,JULIET,Female
2203,JULIET,Female
2204,JULIET,Female
2205,JULIET,Female
2206,LADY CAPULET,Female
2207,LADY CAPULET,Female
2208,JULIET,Female
2209,JULIET,Female
2210,JULIET,Female
2211,JULIET,Female
2212,JULIET,Female
2213,JULIET,Female
2214,JULIET,Female
2215,JULIET,Female
2216,JULIET,Female
2217,Nurse,Female
2218,Nurse,Female
2219,Nurse,Female
2220,Nurse,Female
2221,Nurse,Female
2222,Nurse,Female
2223,Nurse,Female
2224,Nurse,Female
2225,Nurse,Female
2226,Nurse,Female
2227,Nurse,Female
2228,Nurse,Female
2229,Nurse,Female
2230,Nurse,Female
2231,JULIET,Female
2232,Nurse,Female
2233,Nurse,Female
2234,JULIET,Female
2235,Nurse,Female
2236,JULIET,Female
2237,JULIET,Female
2238,JULIET,Female
2239,JULIET,Female
2240,Nurse,Female
2241,JULIET,Female
2242,JULIET,Female
2243,JULIET,Female
2244,JULIET,Female
2245,JULIET,Female
2246,JULIET,Female
2247,JULIET,Female
2248,JULIET,Female
2249,FRIAR LAURENCE,Male
2250,PARIS,Male
2251,PARIS,Male
2252,FRIAR LAURENCE,Male
2253,FRIAR LAURENCE,Male
2254,PARIS,Male
2255,PARIS,Male
2256,PARIS,Male
2257,PARIS,Male
2258,PARIS,Male
2259,PARIS,Male
2260,PARIS,Male
2261,PARIS,Male
2262,PARIS,Male
2263,PARIS,Male
2264,FRIAR LAURENCE,Male
2265,FRIAR LAURENCE,Male
2266,PARIS,Male
2267,JULIET,Female
2268,PARIS,Male
2269,JULIET,Female
2270,FRIAR LAURENCE,Male
2271,PARIS,Male
2272,JULIET,Female
2273,PARIS,Male
2274,JULIET,Female
2275,PARIS,Male
2276,JULIET,Female
2277,JULIET,Female
2278,PARIS,Male
2279,JULIET,Female
2280,JULIET,Female
2281,PARIS,Male
2282,JULIET,Female
2283,JULIET,Female
2284,PARIS,Male
2285,JULIET,Female
2286,JULIET,Female
2287,JULIET,Female
2288,FRIAR LAURENCE,Male
2289,FRIAR LAURENCE,Male
2290,PARIS,Male
2291,PARIS,Male
2292,PARIS,Male
2293,JULIET,Female
2294,JULIET,Female
2295,FRIAR LAURENCE,Male
2296,FRIAR LAURENCE,Male
2297,FRIAR LAURENCE,Male
2298,FRIAR LAURENCE,Male
2299,JULIET,Female
2300,JULIET,Female
2301,JULIET,Female
2302,JULIET,Female
2303,JULIET,Female
2304,JULIET,Female
2305,JULIET,Female
2306,JULIET,Female
2307,JULIET,Female
2308,JULIET,Female
2309,JULIET,Female
2310,JULIET,Female
2311,JULIET,Female
2312,JULIET,Female
2313,JULIET,Female
2314,JULIET,Female
2315,JULIET,Female
2316,JULIET,Female
2317,FRIAR LAURENCE,Male
2318,FRIAR LAURENCE,Male
2319,FRIAR LAURENCE,Male
2320,FRIAR LAURENCE,Male
2321,FRIAR LAURENCE,Male
2322,FRIAR LAURENCE,Male
2323,FRIAR LAURENCE,Male
2324,FRIAR LAURENCE,Male
2325,FRIAR LAURENCE,Male
2326,JULIET,Female
2327,JULIET,Female
2328,JULIET,Female
2329,JULIET,Female
2330,JULIET,Female
2331,JULIET,Female
2332,JULIET,Female
2333,JULIET,Female
2334,JULIET,Female
2335,JULIET,Female
2336,JULIET,Female
2337,JULIET,Female
2338,FRIAR LAURENCE,Male
2339,FRIAR LAURENCE,Male
2340,FRIAR LAURENCE,Male
2341,FRIAR LAURENCE,Male
2342,FRIAR LAURENCE,Male
2343,FRIAR LAURENCE,Male
2344,FRIAR LAURENCE,Male
2345,FRIAR LAURENCE,Male
2346,FRIAR LAURENCE,Male
2347,FRIAR LAURENCE,Male
2348,FRIAR LAURENCE,Male
2349,FRIAR LAURENCE,Male
2350,FRIAR LAURENCE,Male
2351,FRIAR LAURENCE,Male
2352,FRIAR LAURENCE,Male
2353,FRIAR LAURENCE,Male
2354,FRIAR LAURENCE,Male
2355,FRIAR LAURENCE,Male
2356,FRIAR LAURENCE,Male
2357,FRIAR LAURENCE,Male
2358,FRIAR LAURENCE,Male
2359,FRIAR LAURENCE,Male
2360,FRIAR LAURENCE,Male
2361,FRIAR LAURENCE,Male
2362,FRIAR LAURENCE,Male
2363,FRIAR LAURENCE,Male
2364,FRIAR LAURENCE,Male
2365,FRIAR LAURENCE,Male
2366,FRIAR LAURENCE,Male
2367,FRIAR LAURENCE,Male
2368,FRIAR LAURENCE,Male
2369,FRIAR LAURENCE,Male
2370,JULIET,Female
2371,FRIAR LAURENCE,Male
2372,FRIAR LAURENCE,Male
2373,FRIAR LAURENCE,Male
2374,JULIET,Female
2375,JULIET,Female
2376,CAPULET,Male
2377,CAPULET,Male
2378,Second Servant,Undetermined
2379,Second Servant,Undetermined
2380,CAPULET,Male
2381,Second Servant,Undetermined
2382,Second Servant,Undetermined
2383,Second Servant,Undetermined
2384,CAPULET,Male
2385,CAPULET,Male
2386,CAPULET,Male
2387,Nurse,Female
2388,CAPULET,Male
2389,CAPULET,Male
2390,Nurse,Female
2391,CAPULET,Male
2392,JULIET,Female
2393,JULIET,Female
2394,JULIET,Female
2395,JULIET,Female
2396,JULIET,Female
2397,JULIET,Female
2398,CAPULET,Male
2399,CAPULET,Male
2400,JULIET,Female
2401,JULIET,Female
2402,JULIET,Female
2403,CAPULET,Male
2404,CAPULET,Male
2405,CAPULET,Male
2406,CAPULET,Male
2407,CAPULET,Male
2408,JULIET,Female
2409,JULIET,Female
2410,JULIET,Female
2411,LADY CAPULET,Female
2412,CAPULET,Male
2413,LADY  CAPULET,Female
2414,LADY  CAPULET,Female
2415,CAPULET,Male
2416,CAPULET,Male
2417,CAPULET,Male
2418,CAPULET,Male
2419,CAPULET,Male
2420,CAPULET,Male
2421,CAPULET,Male
2422,CAPULET,Male
2423,CAPULET,Male
2424,JULIET,Female
2425,JULIET,Female
2426,JULIET,Female
2427,JULIET,Female
2428,JULIET,Female
2429,LADY CAPULET,Female
2430,JULIET,Female
2431,JULIET,Female
2432,JULIET,Female
2433,JULIET,Female
2434,JULIET,Female
2435,JULIET,Female
2436,LADY CAPULET,Female
2437,LADY CAPULET,Female
2438,JULIET,Female
2439,JULIET,Female
2440,JULIET,Female
2441,JULIET,Female
2442,JULIET,Female
2443,JULIET,Female
2444,JULIET,Female
2445,JULIET,Female
2446,JULIET,Female
2447,JULIET,Female
2448,JULIET,Female
2449,JULIET,Female
2450,JULIET,Female
2451,JULIET,Female
2452,JULIET,Female
2453,JULIET,Female
2454,JULIET,Female
2455,JULIET,Female
2456,JULIET,Female
2457,JULIET,Female
2458,JULIET,Female
2459,JULIET,Female
2460,JULIET,Female
2461,JULIET,Female
2462,JULIET,Female
2463,JULIET,Female
2464,JULIET,Female
2465,JULIET,Female
2466,JULIET,Female
2467,JULIET,Female
2468,JULIET,Female
2469,JULIET,Female
2470,JULIET,Female
2471,JULIET,Female
2472,JULIET,Female
2473,JULIET,Female
2474,JULIET,Female
2475,JULIET,Female
2476,JULIET,Female
2477,JULIET,Female
2478,JULIET,Female
2479,JULIET,Female
2480,JULIET,Female
2481,JULIET,Female
2482,JULIET,Female
2483,LADY CAPULET,Female
2484,Nurse,Female
2485,CAPULET,Male
2486,CAPULET,Male
2487,CAPULET,Male
2488,CAPULET,Male
2489,Nurse,Female
2490,Nurse,Female
2491,Nurse,Female
2492,CAPULET,Male
2493,CAPULET,Male
2494,LADY CAPULET,Female
2495,LADY CAPULET,Female
2496,CAPULET,Male
2497,CAPULET,Male
2498,CAPULET,Male
2499,First Servant,Undetermined
2500,CAPULET,Male
2501,CAPULET,Male
2502,CAPULET,Male
2503,Second Servant,Undetermined
2504,Second Servant,Undetermined
2505,CAPULET,Male
2506,CAPULET,Male
2507,CAPULET,Male
2508,CAPULET,Male
2509,CAPULET,Male
2510,CAPULET,Male
2511,CAPULET,Male
2512,CAPULET,Male
2513,CAPULET,Male
2514,Nurse,Female
2515,Nurse,Female
2516,Nurse,Female
2517,Nurse,Female
2518,Nurse,Female
2519,Nurse,Female
2520,Nurse,Female
2521,Nurse,Female
2522,Nurse,Female
2523,Nurse,Female
2524,Nurse,Female
2525,Nurse,Female
2526,Nurse,Female
2527,Nurse,Female
2528,Nurse,Female
2529,Nurse,Female
2530,LADY CAPULET,Female
2531,Nurse,Female
2532,LADY CAPULET,Female
2533,Nurse,Female
2534,LADY CAPULET,Female
2535,LADY CAPULET,Female
2536,LADY CAPULET,Female
2537,CAPULET,Male
2538,Nurse,Female
2539,LADY CAPULET,Female
2540,CAPULET,Male
2541,CAPULET,Male
2542,CAPULET,Male
2543,CAPULET,Male
2544,CAPULET,Male
2545,Nurse,Female
2546,LADY CAPULET,Female
2547,CAPULET,Male
2548,CAPULET,Male
2549,FRIAR LAURENCE,Male
2550,CAPULET,Male
2551,CAPULET,Male
2552,CAPULET,Male
2553,CAPULET,Male
2554,CAPULET,Male
2555,CAPULET,Male
2556,CAPULET,Male
2557,PARIS,Male
2558,PARIS,Male
2559,LADY CAPULET,Female
2560,LADY CAPULET,Female
2561,LADY CAPULET,Female
2562,LADY CAPULET,Female
2563,LADY CAPULET,Female
2564,LADY CAPULET,Female
2565,Nurse,Female
2566,Nurse,Female
2567,Nurse,Female
2568,Nurse,Female
2569,Nurse,Female
2570,Nurse,Female
2571,PARIS,Male
2572,PARIS,Male
2573,PARIS,Male
2574,PARIS,Male
2575,CAPULET,Male
2576,CAPULET,Male
2577,CAPULET,Male
2578,CAPULET,Male
2579,CAPULET,Male
2580,CAPULET,Male
2581,FRIAR LAURENCE,Male
2582,FRIAR LAURENCE,Male
2583,FRIAR LAURENCE,Male
2584,FRIAR LAURENCE,Male
2585,FRIAR LAURENCE,Male
2586,FRIAR LAURENCE,Male
2587,FRIAR LAURENCE,Male
2588,FRIAR LAURENCE,Male
2589,FRIAR LAURENCE,Male
2590,FRIAR LAURENCE,Male
2591,FRIAR LAURENCE,Male
2592,FRIAR LAURENCE,Male
2593,FRIAR LAURENCE,Male
2594,FRIAR LAURENCE,Male
2595,FRIAR LAURENCE,Male
2596,FRIAR LAURENCE,Male
2597,FRIAR LAURENCE,Male
2598,FRIAR LAURENCE,Male
2599,FRIAR LAURENCE,Male
2600,CAPULET,Male
2601,CAPULET,Male
2602,CAPULET,Male
2603,CAPULET,Male
2604,CAPULET,Male
2605,CAPULET,Male
2606,CAPULET,Male
2607,FRIAR LAURENCE,Male
2608,FRIAR LAURENCE,Male
2609,FRIAR LAURENCE,Male
2610,FRIAR LAURENCE,Male
2611,FRIAR LAURENCE,Male
2612,First Musician,Undetermined
2613,Nurse,Female
2614,Nurse,Female
2615,First Musician,Undetermined
2616,PETER,Male
2617,PETER,Male
2618,First Musician,Undetermined
2619,PETER,Male
2620,PETER,Male
2621,PETER,Male
2622,First Musician,Undetermined
2623,PETER,Male
2624,First Musician,Undetermined
2625,PETER,Male
2626,First Musician,Undetermined
2627,PETER,Male
2628,PETER,Male
2629,First Musician,Undetermined
2630,PETER,Male
2631,PETER,Male
2632,PETER,Male
2633,First Musician,Undetermined
2634,Second Musician,Undetermined
2635,PETER,Male
2636,PETER,Male
2637,PETER,Male
2638,PETER,Male
2639,PETER,Male
2640,PETER,Male
2641,PETER,Male
2642,PETER,Male
2643,Musician,Undetermined
2644,PETER,Male
2645,Second Musician,Undetermined
2646,PETER,Male
2647,Third Musician,Undetermined
2648,PETER,Male
2649,PETER,Male
2650,PETER,Male
2651,PETER,Male
2652,PETER,Male
2653,First Musician,Undetermined
2654,Second Musician,Undetermined
2655,Second Musician,Undetermined
2656,ROMEO,Male
2657,ROMEO,Male
2658,ROMEO,Male
2659,ROMEO,Male
2660,ROMEO,Male
2661,ROMEO,Male
2662,ROMEO,Male
2663,ROMEO,Male
2664,ROMEO,Male
2665,ROMEO,Male
2666,ROMEO,Male
2667,ROMEO,Male
2668,ROMEO,Male
2669,ROMEO,Male
2670,ROMEO,Male
2671,ROMEO,Male
2672,ROMEO,Male
2673,BALTHASAR,Male
2674,BALTHASAR,Male
2675,BALTHASAR,Male
2676,BALTHASAR,Male
2677,BALTHASAR,Male
2678,BALTHASAR,Male
2679,BALTHASAR,Male
2680,ROMEO,Male
2681,ROMEO,Male
2682,ROMEO,Male
2683,BALTHASAR,Male
2684,BALTHASAR,Male
2685,BALTHASAR,Male
2686,ROMEO,Male
2687,ROMEO,Male
2688,ROMEO,Male
2689,BALTHASAR,Male
2690,ROMEO,Male
2691,ROMEO,Male
2692,ROMEO,Male
2693,ROMEO,Male
2694,ROMEO,Male
2695,ROMEO,Male
2696,ROMEO,Male
2697,ROMEO,Male
2698,ROMEO,Male
2699,ROMEO,Male
2700,ROMEO,Male
2701,ROMEO,Male
2702,ROMEO,Male
2703,ROMEO,Male
2704,ROMEO,Male
2705,ROMEO,Male
2706,ROMEO,Male
2707,ROMEO,Male
2708,ROMEO,Male
2709,ROMEO,Male
2710,ROMEO,Male
2711,ROMEO,Male
2712,ROMEO,Male
2713,ROMEO,Male
2714,ROMEO,Male
2715,ROMEO,Male
2716,Apothecary,Male
2717,ROMEO,Male
2718,ROMEO,Male
2719,ROMEO,Male
2720,ROMEO,Male
2721,ROMEO,Male
2722,ROMEO,Male
2723,ROMEO,Male
2724,ROMEO,Male
2725,Apothecary,Male
2726,Apothecary,Male
2727,ROMEO,Male
2728,ROMEO,Male
2729,ROMEO,Male
2730,ROMEO,Male
2731,ROMEO,Male
2732,ROMEO,Male
2733,ROMEO,Male
2734,Apothecary,Male
2735,ROMEO,Male
2736,Apothecary,Male
2737,Apothecary,Male
2738,Apothecary,Male
2739,ROMEO,Male
2740,ROMEO,Male
2741,ROMEO,Male
2742,ROMEO,Male
2743,ROMEO,Male
2744,ROMEO,Male
2745,ROMEO,Male
2746,FRIAR JOHN,Male
2747,FRIAR LAURENCE,Male
2748,FRIAR LAURENCE,Male
2749,FRIAR LAURENCE,Male
2750,FRIAR JOHN,Male
2751,FRIAR JOHN,Male
2752,FRIAR JOHN,Male
2753,FRIAR JOHN,Male
2754,FRIAR JOHN,Male
2755,FRIAR JOHN,Male
2756,FRIAR JOHN,Male
2757,FRIAR JOHN,Male
2758,FRIAR LAURENCE,Male
2759,FRIAR JOHN,Male
2760,FRIAR JOHN,Male
2761,FRIAR JOHN,Male
2762,FRIAR LAURENCE,Male
2763,FRIAR LAURENCE,Male
2764,FRIAR LAURENCE,Male
2765,FRIAR LAURENCE,Male
2766,FRIAR LAURENCE,Male
2767,FRIAR LAURENCE,Male
2768,FRIAR JOHN,Male
2769,FRIAR LAURENCE,Male
2770,FRIAR LAURENCE,Male
2771,FRIAR LAURENCE,Male
2772,FRIAR LAURENCE,Male
2773,FRIAR LAURENCE,Male
2774,FRIAR LAURENCE,Male
2775,FRIAR LAURENCE,Male
2776,PARIS,Male
2777,PARIS,Male
2778,PARIS,Male
2779,PARIS,Male
2780,PARIS,Male
2781,PARIS,Male
2782,PARIS,Male
2783,PARIS,Male
2784,PARIS,Male
2785,PAGE,Undetermined
2786,PAGE,Undetermined
2787,PARIS,Male
2788,PARIS,Male
2789,PARIS,Male
2790,PARIS,Male
2791,PARIS,Male
2792,PARIS,Male
2793,PARIS,Male
2794,PARIS,Male
2795,PARIS,Male
2796,PARIS,Male
2797,ROMEO,Male
2798,ROMEO,Male
2799,ROMEO,Male
2800,ROMEO,Male
2801,ROMEO,Male
2802,ROMEO,Male
2803,ROMEO,Male
2804,ROMEO,Male
2805,ROMEO,Male
2806,ROMEO,Male
2807,ROMEO,Male
2808,ROMEO,Male
2809,ROMEO,Male
2810,ROMEO,Male
2811,ROMEO,Male
