line_index,Player,gender
1658,JULIET,Female
1659,JULIET,Female
1660,JULIET,Female
1661,JULIET,Female
1662,JULIET,Female
1663,JULIET,Female
1664,JULIET,Female
1665,JULIET,Female
1666,Nurse,Female
1667,JULIET,Female
1668,Nurse,Female
1669,Nurse,Female
1670,Nurse,Female
1671,JULIET,Female
1672,Nurse,Female
1673,Nurse,Female
1674,Nurse,Female
1675,JULIET,Female
1676,JULIET,Female
1677,JULIET,Female
1678,JULIET,Female
1679,JULIET,Female
1680,JULIET,Female
1681,JULIET,Female
1682,JULIET,Female
1683,JULIET,Female
1684,Nurse,Female
1685,Nurse,Female
1686,Nurse,Female
1687,Nurse,Female
1688,Nurse,Female
1689,JULIET,Female
1690,JULIET,Female
1691,JULIET,Female
1692,JULIET,Female
1693,Nurse,Female
1694,Nurse,Female
1695,Nurse,Female
1696,JULIET,Female
1697,JULIET,Female
1698,JULIET,Female
1699,JULIET,Female
1700,JULIET,Female
1701,Nurse,Female
1702,Nurse,Female
1703,JULIET,Female
1704,Nurse,Female
1705,JULIET,Female
1706,JULIET,Female
1707,JULIET,Female
1708,JULIET,Female
1709,JULIET,Female
1710,JULIET,Female
1711,JULIET,Female
1712,JULIET,Female
1713,JULIET,Female
1714,JULIET,Female
1715,JULIET,Female
1716,JULIET,Female
1717,JULIET,Female
1718,Nurse,Female
1719,Nurse,Female
1720,Nurse,Female
1721,Nurse,Female
1722,Nurse,Female
1723,Nurse,Female
1724,JULIET,Female
1725,JULIET,Female
1726,JULIET,Female
1727,JULIET,Female
